athlete_id,event_id,race_id,netTime
1,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,3849553.0
2,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,3774464.0
3,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,3664133.0
4,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,3679134.0
5,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,3791747.0
6,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,3787217.0
7,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,3645227.0
8,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,3683174.0
9,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,3667505.0
10,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,4067095.0
11,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,3838261.0
12,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,3648456.0
13,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,4137685.0
21,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,4092284.0
38,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,4124540.0
54,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,4098132.0
92,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,4138486.0
207,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,4149167.0
246,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,3369540.0
247,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,3368984.0
400,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9824382.0
731,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9756341.0
802,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,3372713.0
814,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9927103.0
1926,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9756085.0
2179,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9794775.0
2899,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10925599.0
3843,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10032830.0
4242,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10290919.0
4390,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9945121.0
5968,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9950497.0
6675,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10519242.0
6957,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10019182.0
7073,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10300280.0
8407,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,11106130.0
8780,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,11360264.0
9052,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9964433.0
10379,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10220888.0
11157,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10318179.0
12111,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10054817.0
12423,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10524149.0
13171,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9720401.0
13390,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10907418.0
14726,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10183589.0
14878,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10235707.0
14908,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9788532.0
14987,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,11227960.0
15430,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10502158.0
15515,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10674827.0
15544,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10337531.0
15558,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9975352.0
15692,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,11865377.0
15744,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9843475.0
15796,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9899758.0
15931,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10526086.0
16141,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9792612.0
16181,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9928390.0
16335,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9808472.0
16343,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9955270.0
16512,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10439262.0
16588,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,11438405.0
16643,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10066464.0
16648,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10414100.0
16731,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9939053.0
16734,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9964164.0
16829,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9726954.0
16952,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10084558.0
16977,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9863823.0
17194,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9748536.0
17230,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9794203.0
17260,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9819973.0
17374,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10213696.0
17647,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,11437937.0
17768,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9861206.0
17854,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9953031.0
17897,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10006623.0
17950,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10048700.0
17958,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,12094732.0
17959,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9936267.0
18077,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,11288825.0
18114,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9792781.0
18186,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9964896.0
18315,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10579979.0
18345,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10237738.0
18376,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10605767.0
18541,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10297691.0
18672,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10429749.0
18744,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10429672.0
18777,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9724804.0
18835,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9808679.0
18852,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9734445.0
18878,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10023554.0
18934,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10238006.0
18956,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9943286.0
18976,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10188240.0
19109,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10684570.0
19658,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9813166.0
19729,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10568917.0
19737,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10341203.0
19803,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,11509394.0
19855,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9965773.0
19952,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9814361.0
19958,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10641799.0
19959,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10641403.0
19983,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9924131.0
20009,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9757485.0
20049,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10065750.0
20098,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10402766.0
20126,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9792924.0
20136,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10455367.0
20143,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9793923.0
20146,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10301956.0
20162,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10145487.0
20164,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9982007.0
20236,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,11078514.0
20248,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9777403.0
20264,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9801278.0
20307,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10361506.0
20311,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10550789.0
20319,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9966511.0
20356,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10101018.0
20388,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9876951.0
20395,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,12576196.0
20411,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10660986.0
20435,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10198667.0
20471,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10218888.0
20472,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10138186.0
20503,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,11062083.0
20533,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10131849.0
20538,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,11258177.0
20539,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10141227.0
20541,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9850588.0
20554,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9741055.0
20574,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9797118.0
20590,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9739124.0
20619,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9886173.0
20704,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10135395.0
20721,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9766470.0
20743,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9865675.0
20752,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9857410.0
20930,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10601615.0
20988,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,11440034.0
21001,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10125520.0
21036,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9756874.0
21044,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9835512.0
21049,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10782697.0
21087,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10128530.0
21139,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10962854.0
21153,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10779802.0
21154,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10779652.0
21169,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9731051.0
21183,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10089035.0
21241,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,11453267.0
21273,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10065476.0
21283,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10358409.0
21309,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10434013.0
21336,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10161810.0
21338,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10273183.0
21353,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9772060.0
21366,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9882947.0
21378,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10262136.0
21387,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9805173.0
21394,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9733955.0
21422,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,11493205.0
21440,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9860150.0
21446,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10782353.0
21464,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10823826.0
21492,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9834668.0
21506,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10046901.0
21520,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9845070.0
21565,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10323478.0
21606,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10327706.0
21609,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9856158.0
21626,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10324461.0
21640,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9796256.0
21671,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10407919.0
21699,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9766354.0
21716,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10319611.0
21737,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10242658.0
21738,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10243855.0
21740,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10178473.0
21745,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9885958.0
21752,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10460273.0
21762,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10140521.0
21843,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10318275.0
21847,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10412354.0
21852,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10325116.0
21866,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10916928.0
21867,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10325880.0
21886,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10325264.0
21895,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9768664.0
21911,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10120733.0
21946,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10073141.0
21947,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9809628.0
21960,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9793793.0
21977,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10409684.0
22004,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10792263.0
22082,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10346941.0
22111,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,11085905.0
22157,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10598742.0
22158,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10598527.0
22166,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10442241.0
22210,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10458045.0
22218,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10046500.0
22291,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9963840.0
22311,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10288231.0
22362,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10247446.0
22405,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10161508.0
22441,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10779770.0
22454,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10763125.0
22473,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9988376.0
22476,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10047237.0
22477,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10502016.0
22510,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10257710.0
22511,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10158429.0
22514,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9772920.0
22525,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10136330.0
22558,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9774537.0
22564,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10139766.0
22576,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10206976.0
22594,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10020014.0
22604,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10601856.0
22653,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9876663.0
22683,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10544810.0
22688,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9893555.0
22703,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,11242262.0
22719,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,11664622.0
22734,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10235359.0
22747,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10261752.0
22783,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,11284874.0
22796,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10372690.0
22798,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9912888.0
22815,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10352921.0
22816,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10541987.0
22835,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9988125.0
22853,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9767844.0
22867,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9902586.0
22868,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,11060427.0
22934,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10513056.0
23100,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9899315.0
23107,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10132734.0
23131,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10113486.0
23135,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10312013.0
23153,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,9763198.0
23198,Medio Maratón,01675eec-4b8b-4b92-80b7-5e22a1878f38,10474582.0
